Date,Workout Name,Exercise Name,Weight,Reps,RPE,Notes
2024-10-05,PPL,DB Overhead Press,45.0,10,,
2024-10-05,PPL,DB Preacher Curl,30.0,9,,Yes
2024-10-05,PPL,DB Preacher Curl,30.0,9,,
2024-10-05,PPL,DB Preacher Curl,30.0,9,,Yes
2024-10-05,PPL,DB Preacher Curl,30.0,9,,
2024-10-05,PPL,DB RDL,55.0,8,,Yes
2024-10-05,PPL,DB RDL,55.0,8,,
2024-10-05,PPL,DB Row,60.0,8,,Yes
2024-10-05,PPL,DB Row,60.0,8,,
2024-10-05,PPL,Dead Bugs,15.0,10,,Yes
2024-10-05,PPL,Dead Bugs,15.0,10,,
2024-10-05,PPL,Dead Bugs,15.0,10,,Yes
2024-10-05,PPL,Dead Bugs,15.0,10,,
2024-10-05,PPL,Face Pull,100.0,8,,Yes
2024-10-05,PPL,Face Pull,100.0,8,,
2024-10-05,PPL,Face Pull,100.0,8,,Yes
2024-10-05,PPL,Face Pull,100.0,8,,
2024-10-05,PPL,Incline Cable Fly,55.0,8,,Yes
2024-10-05,PPL,Incline Cable Fly,55.0,8,,
2024-10-05,PPL,Leg Extension,240.0,10,,Yes
2024-10-05,PPL,Leg Extension,240.0,10,,
2024-10-05,PPL,Leg Extension,240.0,10,,Yes
2024-10-05,PPL,Leg Extension,240.0,10,,
2024-10-05,PPL,Leg Press,305.0,11,,Yes
2024-10-05,PPL,Leg Press,305.0,11,,
2024-10-05,PPL,Leg Press,305.0,11,,Yes
2024-10-05,PPL,Leg Press,305.0,11,,
2024-10-05,PPL,Lunges,25.0,15,,Yes
2024-10-05,PPL,Lunges,25.0,15,,
2024-10-05,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-10-05,PPL,Seated Hammer Curl,30.0,10,,
2024-10-05,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-10-05,PPL,Seated Hammer Curl,30.0,10,,
2024-10-05,PPL,Seated Leg Curl,205.0,10,,Yes
2024-10-05,PPL,Seated Leg Curl,205.0,10,,
2024-10-05,PPL,Seated Leg Curl,205.0,10,,Yes
2024-10-05,PPL,Seated Leg Curl,205.0,10,,
2024-10-05,PPL,Single Arm Seated Row,85.0,8,,Yes
2024-10-05,PPL,Single Arm Seated Row,85.0,8,,
2024-10-05,PPL,Single Arm Tricep Extension,50.0,10,,Yes
2024-10-05,PPL,Single Arm Tricep Extension,50.0,10,,
2024-10-05,PPL,Tricep Pushdown,60.0,9,,Yes
2024-10-05,PPL,Tricep Pushdown,60.0,9,,
2024-10-05,PPL,Tricep Pushdown,60.0,9,,Yes
2024-10-05,PPL,Tricep Pushdown,60.0,9,,
2024-10-05,PPL,Tricep Rope Extension,110.0,9,,Yes
2024-10-05,PPL,Tricep Rope Extension,110.0,9,,
2024-10-05,PPL,Wide Grip Pull-up,0,7,,Yes
2024-10-05,PPL,Wide Grip Pull-up,0,7,,
2024-10-05,PPL,Wide Grip Pull-up,0,7,,
2024-10-12,PPL,Cable Fly,45.0,9,,No
2024-10-12,PPL,Cable Fly,45.0,9,,
2024-10-12,PPL,Cable Lateral Raise,30.0,10,,No
2024-10-12,PPL,Cable Lateral Raise,30.0,10,,
2024-10-12,PPL,Cable Pullover,100.0,9,,Yes
2024-10-12,PPL,Cable Pullover,100.0,9,,
2024-10-12,PPL,Cable Pullover,100.0,9,,
2024-10-12,PPL,Cable Pullover,100.0,9,,
2024-10-12,PPL,Calf Raises,130.0,12,,Yes
2024-10-12,PPL,Calf Raises,130.0,12,,
2024-10-12,PPL,Calf Raises,130.0,12,,
2024-10-12,PPL,Calf Raises,130.0,12,,No
2024-10-12,PPL,Calf Raises,130.0,12,,
2024-10-12,PPL,Calf Raises,130.0,12,,
2024-10-12,PPL,Close Grip Pull-up,0,8,,Yes
2024-10-12,PPL,Close Grip Pull-up,0,8,,
2024-10-12,PPL,Close Grip Pull-up,0,8,,
2024-10-12,PPL,DB Flat Bench,65.0,7,,Yes
2024-10-12,PPL,DB Flat Bench,65.0,7,,
2024-10-12,PPL,DB Incline Bench,55.0,8,,No
2024-10-12,PPL,DB Incline Bench,55.0,8,,
2024-10-12,PPL,DB Lateral Raise,25.0,11,,Yes
2024-10-12,PPL,DB Lateral Raise,25.0,11,,
2024-10-12,PPL,DB Lateral Raise,25.0,11,,
2024-10-12,PPL,DB Overhead Press,45.0,10,,Yes
2024-10-12,PPL,DB Overhead Press,45.0,10,,
2024-10-12,PPL,DB Overhead Press,45.0,10,,No
2024-10-12,PPL,DB Overhead Press,45.0,10,,
2024-10-12,PPL,DB Preacher Curl,30.0,9,,Yes
2024-10-12,PPL,DB Preacher Curl,30.0,9,,
2024-10-12,PPL,DB RDL,55.0,8,,No
2024-10-12,PPL,DB RDL,55.0,8,,
2024-10-12,PPL,DB Row,60.0,8,,Yes
2024-10-12,PPL,DB Row,60.0,8,,
2024-10-12,PPL,Dead Bugs,15.0,10,,Yes
2024-10-12,PPL,Dead Bugs,15.0,10,,
2024-10-12,PPL,Dead Bugs,15.0,10,,No
2024-10-12,PPL,Dead Bugs,15.0,10,,
2024-10-12,PPL,Face Pull,100.0,8,,Yes
2024-10-12,PPL,Face Pull,100.0,8,,
2024-10-12,PPL,Face Pull,100.0,8,,
2024-10-12,PPL,Face Pull,100.0,8,,
2024-10-12,PPL,Incline Cable Fly,55.0,8,,Yes
2024-10-12,PPL,Incline Cable Fly,55.0,8,,
2024-10-12,PPL,Leg Extension,240.0,10,,Yes
2024-10-12,PPL,Leg Extension,240.0,10,,
2024-10-12,PPL,Leg Extension,240.0,10,,No
2024-10-12,PPL,Leg Extension,240.0,10,,
2024-10-12,PPL,Leg Press,305.0,11,,No
2024-10-12,PPL,Leg Press,305.0,11,,
2024-10-12,PPL,Leg Press,305.0,11,,No
2024-10-12,PPL,Leg Press,305.0,11,,
2024-10-12,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-10-12,PPL,Seated Hammer Curl,30.0,10,,
2024-10-12,PPL,Seated Leg Curl,205.0,10,,Yes
2024-10-12,PPL,Seated Leg Curl,205.0,10,,
2024-10-12,PPL,Seated Leg Curl,205.0,10,,No
2024-10-12,PPL,Seated Leg Curl,205.0,10,,
2024-10-12,PPL,Single Arm Seated Row,85.0,8,,
2024-10-12,PPL,Single Arm Seated Row,85.0,8,,
2024-10-12,PPL,Single Arm Tricep Extension,50.0,10,,No
2024-10-12,PPL,Single Arm Tricep Extension,50.0,10,,
2024-10-12,PPL,Tricep Pushdown,60.0,10,,Yes
2024-10-12,PPL,Tricep Pushdown,60.0,10,,
2024-10-12,PPL,Tricep Pushdown,60.0,10,,No
2024-10-12,PPL,Tricep Pushdown,60.0,10,,
2024-10-12,PPL,Tricep Rope Extension,110.0,9,,Yes
2024-10-12,PPL,Tricep Rope Extension,110.0,9,,
2024-10-12,PPL,Wide Grip Pull-up,0,7,,
2024-10-12,PPL,Wide Grip Pull-up,0,7,,
2024-10-12,PPL,Wide Grip Pull-up,0,7,,
2024-10-19,PPL,Cable Fly,45.0,9,,Yes
2024-10-19,PPL,Cable Fly,45.0,9,,
2024-10-19,PPL,Cable Lateral Raise,30.0,10,,Yes
2024-10-19,PPL,Cable Lateral Raise,30.0,10,,
2024-10-19,PPL,Cable Pullover,100.0,9,,Yes
2024-10-19,PPL,Cable Pullover,100.0,9,,
2024-10-19,PPL,Cable Pullover,100.0,9,,Yes
2024-10-19,PPL,Cable Pullover,100.0,9,,
2024-10-19,PPL,Calf Raises,130.0,12,,Yes
2024-10-19,PPL,Calf Raises,130.0,12,,
2024-10-19,PPL,Calf Raises,130.0,12,,
2024-10-19,PPL,Calf Raises,130.0,12,,Yes
2024-10-19,PPL,Calf Raises,130.0,12,,
2024-10-19,PPL,Calf Raises,130.0,12,,
2024-10-19,PPL,Close Grip Pull-up,0,8,,Yes
2024-10-19,PPL,Close Grip Pull-up,0,8,,
2024-10-19,PPL,Close Grip Pull-up,0,8,,
2024-10-19,PPL,DB Flat Bench,65.0,7,,Yes
2024-10-19,PPL,DB Flat Bench,65.0,7,,
2024-10-19,PPL,DB Incline Bench,55.0,8,,Yes
2024-10-19,PPL,DB Incline Bench,55.0,8,,
2024-10-19,PPL,DB Lateral Raise,25.0,11,,Yes
2024-10-19,PPL,DB Lateral Raise,25.0,11,,
2024-10-19,PPL,DB Lateral Raise,25.0,11,,
2024-10-19,PPL,DB Overhead Press,45.0,10,,Yes
2024-10-19,PPL,DB Overhead Press,45.0,10,,
2024-10-19,PPL,DB Overhead Press,45.0,10,,Yes
2024-10-19,PPL,DB Overhead Press,45.0,10,,
2024-10-19,PPL,DB Row,60.0,8,,Yes
2024-10-19,PPL,DB Row,60.0,8,,
2024-10-19,PPL,Dead Bugs,15.0,10,,Yes
2024-10-19,PPL,Dead Bugs,15.0,10,,
2024-10-19,PPL,Dead Bugs,15.0,10,,Yes
2024-10-19,PPL,Dead Bugs,15.0,10,,
2024-10-19,PPL,Face Pull,100.0,8,,Yes
2024-10-19,PPL,Face Pull,100.0,8,,
2024-10-19,PPL,Face Pull,100.0,8,,Yes
2024-10-19,PPL,Face Pull,100.0,8,,
2024-10-19,PPL,Leg Extension,240.0,10,,Yes
2024-10-19,PPL,Leg Extension,240.0,10,,
2024-10-19,PPL,Leg Extension,240.0,10,,Yes
2024-10-19,PPL,Leg Extension,240.0,10,,
2024-10-19,PPL,Leg Press,305.0,11,,Yes
2024-10-19,PPL,Leg Press,305.0,11,,
2024-10-19,PPL,Leg Press,305.0,11,,Yes
2024-10-19,PPL,Leg Press,305.0,11,,
2024-10-19,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-10-19,PPL,Seated Hammer Curl,30.0,10,,
2024-10-19,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-10-19,PPL,Seated Hammer Curl,30.0,10,,
2024-10-19,PPL,Seated Leg Curl,205.0,10,,Yes
2024-10-19,PPL,Seated Leg Curl,205.0,10,,
2024-10-19,PPL,Seated Leg Curl,205.0,10,,Yes
2024-10-19,PPL,Seated Leg Curl,205.0,10,,
2024-10-19,PPL,Single Arm Seated Row,85.0,8,,Yes
2024-10-19,PPL,Single Arm Seated Row,85.0,8,,
2024-10-19,PPL,Single Arm Tricep Extension,50.0,10,,Yes
2024-10-19,PPL,Single Arm Tricep Extension,50.0,10,,
2024-10-19,PPL,Tricep Pushdown,60.0,10,,Yes
2024-10-19,PPL,Tricep Pushdown,60.0,10,,
2024-10-19,PPL,Tricep Pushdown,60.0,10,,Yes
2024-10-19,PPL,Tricep Pushdown,60.0,10,,
2024-10-19,PPL,Tricep Rope Extension,110.0,9,,Yes
2024-10-19,PPL,Tricep Rope Extension,110.0,9,,
2024-10-19,PPL,Wide Grip Pull-up,0,7,,Yes
2024-10-19,PPL,Wide Grip Pull-up,0,7,,
2024-10-19,PPL,Wide Grip Pull-up,0,7,,
2024-10-26,PPL,Cable Fly,45.0,9,,
2024-10-26,PPL,Cable Fly,45.0,9,,
2024-10-26,PPL,Cable Lateral Raise,30.0,10,,
2024-10-26,PPL,Cable Lateral Raise,30.0,10,,
2024-10-26,PPL,Cable Pullover,100.0,9,,
2024-10-26,PPL,Cable Pullover,100.0,9,,
2024-10-26,PPL,Cable Pullover,100.0,9,,
2024-10-26,PPL,Cable Pullover,100.0,9,,
2024-10-26,PPL,Calf Raises,130.0,12,,
2024-10-26,PPL,Calf Raises,130.0,12,,
2024-10-26,PPL,Calf Raises,130.0,12,,
2024-10-26,PPL,Close Grip Pull-up,0,8,,
2024-10-26,PPL,Close Grip Pull-up,0,8,,
2024-10-26,PPL,Close Grip Pull-up,0,8,,
2024-10-26,PPL,DB Flat Bench,65.0,7,,
2024-10-26,PPL,DB Flat Bench,65.0,7,,
2024-10-26,PPL,DB Incline Bench,55.0,8,,
2024-10-26,PPL,DB Incline Bench,55.0,8,,
2024-10-26,PPL,DB Lateral Raise,25.0,11,,
2024-10-26,PPL,DB Lateral Raise,25.0,11,,
2024-10-26,PPL,DB Lateral Raise,25.0,11,,
2024-10-26,PPL,DB Overhead Press,45.0,10,,
2024-10-26,PPL,DB Overhead Press,45.0,10,,
2024-10-26,PPL,DB Overhead Press,45.0,10,,
2024-10-26,PPL,DB Overhead Press,45.0,10,,
2024-10-26,PPL,DB Preacher Curl,30.0,9,,
2024-10-26,PPL,DB Preacher Curl,30.0,9,,
2024-10-26,PPL,DB Preacher Curl,30.0,9,,
2024-10-26,PPL,DB Preacher Curl,30.0,9,,
2024-10-26,PPL,DB RDL,55.0,8,,
2024-10-26,PPL,DB RDL,55.0,8,,
2024-10-26,PPL,DB Row,60.0,8,,
2024-10-26,PPL,DB Row,60.0,8,,
2024-10-26,PPL,Dead Bugs,15.0,10,,
2024-10-26,PPL,Dead Bugs,15.0,10,,
2024-10-26,PPL,Face Pull,100.0,8,,
2024-10-26,PPL,Face Pull,100.0,8,,
2024-10-26,PPL,Face Pull,100.0,8,,
2024-10-26,PPL,Face Pull,100.0,8,,
2024-10-26,PPL,Incline Cable Fly,55.0,8,,
2024-10-26,PPL,Incline Cable Fly,55.0,8,,
2024-10-26,PPL,Leg Extension,240.0,10,,
2024-10-26,PPL,Leg Extension,240.0,10,,
2024-10-26,PPL,Leg Press,305.0,11,,
2024-10-26,PPL,Leg Press,305.0,11,,
2024-10-26,PPL,Seated Hammer Curl,30.0,10,,
2024-10-26,PPL,Seated Hammer Curl,30.0,10,,
2024-10-26,PPL,Seated Hammer Curl,30.0,10,,
2024-10-26,PPL,Seated Hammer Curl,30.0,10,,
2024-10-26,PPL,Seated Leg Curl,205.0,10,,
2024-10-26,PPL,Seated Leg Curl,205.0,10,,
2024-10-26,PPL,Single Arm Seated Row,85.0,8,,
2024-10-26,PPL,Single Arm Seated Row,85.0,8,,
2024-10-26,PPL,Single Arm Tricep Extension,50.0,10,,
2024-10-26,PPL,Single Arm Tricep Extension,50.0,10,,
2024-10-26,PPL,Tricep Pushdown,60.0,10,,
2024-10-26,PPL,Tricep Pushdown,60.0,10,,
2024-10-26,PPL,Tricep Pushdown,60.0,10,,
2024-10-26,PPL,Tricep Pushdown,60.0,10,,
2024-10-26,PPL,Tricep Rope Extension,110.0,9,,
2024-10-26,PPL,Tricep Rope Extension,110.0,9,,
2024-10-26,PPL,Wide Grip Pull-up,0,7,,
2024-10-26,PPL,Wide Grip Pull-up,0,7,,
2024-10-26,PPL,Wide Grip Pull-up,0,7,,
2024-11-02,PPL,Cable Fly,45.0,9,,
2024-11-02,PPL,Cable Fly,45.0,9,,
2024-11-02,PPL,Cable Lateral Raise,30.0,10,,
2024-11-02,PPL,Cable Lateral Raise,30.0,10,,
2024-11-02,PPL,Cable Pullover,100.0,9,,
2024-11-02,PPL,Cable Pullover,100.0,9,,
2024-11-02,PPL,Cable Pullover,100.0,9,,
2024-11-02,PPL,Cable Pullover,100.0,9,,
2024-11-02,PPL,Calf Raises,130.0,12,,
2024-11-02,PPL,Calf Raises,130.0,12,,
2024-11-02,PPL,Calf Raises,130.0,12,,
2024-11-02,PPL,Close Grip Pull-up,0,8,,
2024-11-02,PPL,Close Grip Pull-up,0,8,,
2024-11-02,PPL,Close Grip Pull-up,0,8,,
2024-11-02,PPL,DB Flat Bench,65.0,7,,
2024-11-02,PPL,DB Flat Bench,65.0,7,,
2024-11-02,PPL,DB Incline Bench,55.0,8,,
2024-11-02,PPL,DB Incline Bench,55.0,8,,
2024-11-02,PPL,DB Lateral Raise,25.0,11,,
2024-11-02,PPL,DB Lateral Raise,25.0,11,,
2024-11-02,PPL,DB Lateral Raise,25.0,11,,
2024-11-02,PPL,DB Overhead Press,45.0,10,,
2024-11-02,PPL,DB Overhead Press,45.0,10,,
2024-11-02,PPL,DB Overhead Press,45.0,10,,
2024-11-02,PPL,DB Overhead Press,45.0,10,,
2024-11-02,PPL,DB Preacher Curl,30.0,9,,
2024-11-02,PPL,DB Preacher Curl,30.0,9,,
2024-11-02,PPL,DB Preacher Curl,30.0,9,,
2024-11-02,PPL,DB Preacher Curl,30.0,9,,
2024-11-02,PPL,DB Row,60.0,8,,
2024-11-02,PPL,DB Row,60.0,8,,
2024-11-02,PPL,Dead Bugs,15.0,10,,
2024-11-02,PPL,Dead Bugs,15.0,10,,
2024-11-02,PPL,Face Pull,100.0,8,,
2024-11-02,PPL,Face Pull,100.0,8,,
2024-11-02,PPL,Face Pull,100.0,8,,
2024-11-02,PPL,Face Pull,100.0,8,,
2024-11-02,PPL,Incline Cable Fly,55.0,8,,
2024-11-02,PPL,Incline Cable Fly,55.0,8,,
2024-11-02,PPL,Leg Extension,245.0,10,,
2024-11-02,PPL,Leg Extension,245.0,10,,
2024-11-02,PPL,Leg Press,310.0,11,,
2024-11-02,PPL,Leg Press,310.0,11,,
2024-11-02,PPL,Seated Hammer Curl,30.0,10,,
2024-11-02,PPL,Seated Hammer Curl,30.0,10,,
2024-11-02,PPL,Seated Hammer Curl,30.0,10,,
2024-11-02,PPL,Seated Hammer Curl,30.0,10,,
2024-11-02,PPL,Seated Leg Curl,210.0,10,,
2024-11-02,PPL,Seated Leg Curl,210.0,10,,
2024-11-02,PPL,Single Arm Seated Row,85.0,8,,
2024-11-02,PPL,Single Arm Seated Row,85.0,8,,
2024-11-02,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-02,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-02,PPL,Tricep Pushdown,60.0,10,,
2024-11-02,PPL,Tricep Pushdown,60.0,10,,
2024-11-02,PPL,Tricep Pushdown,60.0,10,,
2024-11-02,PPL,Tricep Pushdown,60.0,10,,
2024-11-02,PPL,Tricep Rope Extension,110.0,9,,
2024-11-02,PPL,Tricep Rope Extension,110.0,9,,
2024-11-02,PPL,Wide Grip Pull-up,0,7,,
2024-11-02,PPL,Wide Grip Pull-up,0,7,,
2024-11-02,PPL,Wide Grip Pull-up,0,7,,
2024-11-09,PPL,Cable Fly,45.0,9,,
2024-11-09,PPL,Cable Fly,45.0,9,,
2024-11-09,PPL,Cable Lateral Raise,30.0,10,,
2024-11-09,PPL,Cable Lateral Raise,30.0,10,,
2024-11-09,PPL,Cable Pullover,100.0,9,,
2024-11-09,PPL,Cable Pullover,100.0,9,,
2024-11-09,PPL,Cable Pullover,100.0,9,,
2024-11-09,PPL,Cable Pullover,100.0,9,,
2024-11-09,PPL,Calf Raises,130.0,12,,
2024-11-09,PPL,Calf Raises,130.0,12,,
2024-11-09,PPL,Calf Raises,130.0,12,,
2024-11-09,PPL,Close Grip Pull-up,0,8,,
2024-11-09,PPL,Close Grip Pull-up,0,8,,
2024-11-09,PPL,Close Grip Pull-up,0,8,,
2024-11-09,PPL,DB Flat Bench,65.0,7,,
2024-11-09,PPL,DB Flat Bench,65.0,7,,
2024-11-09,PPL,DB Incline Bench,55.0,8,,
2024-11-09,PPL,DB Incline Bench,55.0,8,,
2024-11-09,PPL,DB Lateral Raise,25.0,11,,
2024-11-09,PPL,DB Lateral Raise,25.0,11,,
2024-11-09,PPL,DB Lateral Raise,25.0,11,,
2024-11-09,PPL,DB Overhead Press,45.0,10,,
2024-11-09,PPL,DB Overhead Press,45.0,10,,
2024-11-09,PPL,DB Overhead Press,45.0,10,,
2024-11-09,PPL,DB Overhead Press,45.0,10,,
2024-11-09,PPL,DB Preacher Curl,30.0,9,,
2024-11-09,PPL,DB Preacher Curl,30.0,9,,
2024-11-09,PPL,DB Preacher Curl,30.0,9,,
2024-11-09,PPL,DB Preacher Curl,30.0,9,,
2024-11-09,PPL,DB Row,60.0,8,,
2024-11-09,PPL,DB Row,60.0,8,,
2024-11-09,PPL,Face Pull,100.0,8,,
2024-11-09,PPL,Face Pull,100.0,8,,
2024-11-09,PPL,Face Pull,100.0,8,,
2024-11-09,PPL,Face Pull,100.0,8,,
2024-11-09,PPL,Leg Extension,245.0,10,,
2024-11-09,PPL,Leg Extension,245.0,10,,
2024-11-09,PPL,Leg Press,310.0,11,,
2024-11-09,PPL,Leg Press,310.0,11,,
2024-11-09,PPL,Seated Hammer Curl,30.0,10,,
2024-11-09,PPL,Seated Hammer Curl,30.0,10,,
2024-11-09,PPL,Seated Hammer Curl,30.0,10,,
2024-11-09,PPL,Seated Hammer Curl,30.0,10,,
2024-11-09,PPL,Seated Leg Curl,210.0,10,,
2024-11-09,PPL,Seated Leg Curl,210.0,10,,
2024-11-09,PPL,Single Arm Seated Row,85.0,8,,
2024-11-09,PPL,Single Arm Seated Row,85.0,8,,
2024-11-09,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-09,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-09,PPL,Tricep Pushdown,60.0,10,,
2024-11-09,PPL,Tricep Pushdown,60.0,10,,
2024-11-09,PPL,Tricep Pushdown,60.0,10,,
2024-11-09,PPL,Tricep Pushdown,60.0,10,,
2024-11-09,PPL,Tricep Rope Extension,110.0,9,,
2024-11-09,PPL,Tricep Rope Extension,110.0,9,,
2024-11-09,PPL,Wide Grip Pull-up,0,7,,
2024-11-09,PPL,Wide Grip Pull-up,0,7,,
2024-11-09,PPL,Wide Grip Pull-up,0,7,,
2024-11-16,PPL,Cable Fly,45.0,9,,
2024-11-16,PPL,Cable Fly,45.0,9,,
2024-11-16,PPL,Cable Lateral Raise,30.0,10,,
2024-11-16,PPL,Cable Lateral Raise,30.0,10,,
2024-11-16,PPL,Cable Pullover,100.0,9,,
2024-11-16,PPL,Cable Pullover,100.0,9,,
2024-11-16,PPL,DB Flat Bench,65.0,7,,
2024-11-16,PPL,DB Flat Bench,65.0,7,,
2024-11-16,PPL,DB Incline Bench,55.0,8,,
2024-11-16,PPL,DB Incline Bench,55.0,8,,
2024-11-16,PPL,DB Lateral Raise,25.0,11,,
2024-11-16,PPL,DB Lateral Raise,25.0,11,,
2024-11-16,PPL,DB Lateral Raise,25.0,11,,
2024-11-16,PPL,DB Overhead Press,45.0,10,,
2024-11-16,PPL,DB Overhead Press,45.0,10,,
2024-11-16,PPL,DB Overhead Press,45.0,10,,
2024-11-16,PPL,DB Overhead Press,45.0,10,,
2024-11-16,PPL,DB Preacher Curl,30.0,9,,
2024-11-16,PPL,DB Preacher Curl,30.0,9,,
2024-11-16,PPL,Face Pull,100.0,8,,
2024-11-16,PPL,Face Pull,100.0,8,,
2024-11-16,PPL,Incline Cable Fly,55.0,8,,
2024-11-16,PPL,Incline Cable Fly,55.0,8,,
2024-11-16,PPL,Seated Hammer Curl,30.0,10,,
2024-11-16,PPL,Seated Hammer Curl,30.0,10,,
2024-11-16,PPL,Single Arm Seated Row,85.0,8,,
2024-11-16,PPL,Single Arm Seated Row,85.0,8,,
2024-11-16,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-16,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-16,PPL,Tricep Pushdown,60.0,10,,
2024-11-16,PPL,Tricep Pushdown,60.0,10,,
2024-11-16,PPL,Tricep Pushdown,60.0,10,,
2024-11-16,PPL,Tricep Pushdown,60.0,10,,
2024-11-16,PPL,Tricep Rope Extension,110.0,9,,
2024-11-16,PPL,Tricep Rope Extension,110.0,9,,
2024-11-16,PPL,Wide Grip Pull-up,0,7,,
2024-11-16,PPL,Wide Grip Pull-up,0,7,,
2024-11-16,PPL,Wide Grip Pull-up,0,7,,
2024-11-23,PPL,Cable Lateral Raise,30.0,10,,
2024-11-23,PPL,Cable Lateral Raise,30.0,10,,
2024-11-23,PPL,Cable Pullover,100.0,9,,
2024-11-23,PPL,Cable Pullover,100.0,9,,
2024-11-23,PPL,Cable Pullover,100.0,9,,
2024-11-23,PPL,Cable Pullover,100.0,9,,
2024-11-23,PPL,Calf Raises,130.0,12,,
2024-11-23,PPL,Calf Raises,130.0,12,,
2024-11-23,PPL,Calf Raises,130.0,12,,
2024-11-23,PPL,Calf Raises,130.0,12,,
2024-11-23,PPL,Calf Raises,130.0,12,,
2024-11-23,PPL,Calf Raises,130.0,12,,
2024-11-23,PPL,Close Grip Pull-up,0,8,,
2024-11-23,PPL,Close Grip Pull-up,0,8,,
2024-11-23,PPL,Close Grip Pull-up,0,8,,
2024-11-23,PPL,DB Flat Bench,65.0,7,,
2024-11-23,PPL,DB Flat Bench,65.0,7,,
2024-11-23,PPL,DB Incline Bench,55.0,8,,
2024-11-23,PPL,DB Incline Bench,55.0,8,,
2024-11-23,PPL,DB Lateral Raise,25.0,11,,
2024-11-23,PPL,DB Lateral Raise,25.0,11,,
2024-11-23,PPL,DB Lateral Raise,25.0,11,,
2024-11-23,PPL,DB Overhead Press,45.0,10,,
2024-11-23,PPL,DB Overhead Press,45.0,10,,
2024-11-23,PPL,DB Preacher Curl,30.0,9,,
2024-11-23,PPL,DB Preacher Curl,30.0,9,,
2024-11-23,PPL,DB Preacher Curl,30.0,9,,
2024-11-23,PPL,DB Preacher Curl,30.0,9,,
2024-11-23,PPL,DB Row,60.0,8,,
2024-11-23,PPL,DB Row,60.0,8,,
2024-11-23,PPL,Dead Bugs,15.0,10,,
2024-11-23,PPL,Dead Bugs,15.0,10,,
2024-11-23,PPL,Face Pull,100.0,8,,
2024-11-23,PPL,Face Pull,100.0,8,,
2024-11-23,PPL,Face Pull,100.0,8,,
2024-11-23,PPL,Face Pull,100.0,8,,
2024-11-23,PPL,Incline Cable Fly,55.0,8,,
2024-11-23,PPL,Incline Cable Fly,55.0,8,,
2024-11-23,PPL,Leg Extension,245.0,10,,
2024-11-23,PPL,Leg Extension,245.0,10,,
2024-11-23,PPL,Leg Extension,245.0,10,,
2024-11-23,PPL,Leg Extension,245.0,10,,
2024-11-23,PPL,Leg Press,310.0,11,,
2024-11-23,PPL,Leg Press,310.0,11,,
2024-11-23,PPL,Seated Hammer Curl,30.0,10,,
2024-11-23,PPL,Seated Hammer Curl,30.0,10,,
2024-11-23,PPL,Seated Hammer Curl,30.0,10,,
2024-11-23,PPL,Seated Hammer Curl,30.0,10,,
2024-11-23,PPL,Seated Leg Curl,210.0,10,,
2024-11-23,PPL,Seated Leg Curl,210.0,10,,
2024-11-23,PPL,Seated Leg Curl,210.0,10,,
2024-11-23,PPL,Seated Leg Curl,210.0,10,,
2024-11-23,PPL,Single Arm Seated Row,85.0,8,,
2024-11-23,PPL,Single Arm Seated Row,85.0,8,,
2024-11-23,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-23,PPL,Single Arm Tricep Extension,50.0,10,,
2024-11-23,PPL,Tricep Pushdown,60.0,10,,
2024-11-23,PPL,Tricep Pushdown,60.0,10,,
2024-11-23,PPL,Tricep Rope Extension,110.0,9,,
2024-11-23,PPL,Tricep Rope Extension,110.0,9,,
2024-11-23,PPL,Wide Grip Pull-up,0,7,,
2024-11-23,PPL,Wide Grip Pull-up,0,7,,
2024-11-23,PPL,Wide Grip Pull-up,0,7,,
2024-11-30,PPL,Cable Fly,45.0,9,,
2024-11-30,PPL,Cable Fly,45.0,9,,
2024-11-30,PPL,Cable Lateral Raise,30.0,10,,
2024-11-30,PPL,Cable Lateral Raise,30.0,10,,
2024-11-30,PPL,Cable Pullover,100.0,9,,
2024-11-30,PPL,Cable Pullover,100.0,9,,
2024-11-30,PPL,Cable Pullover,100.0,9,,
2024-11-30,PPL,Cable Pullover,100.0,9,,
2024-11-30,PPL,Calf Raises,130.0,12,,
2024-11-30,PPL,Calf Raises,130.0,12,,
2024-11-30,PPL,Calf Raises,130.0,12,,
2024-11-30,PPL,Calf Raises,130.0,12,,
2024-11-30,PPL,Calf Raises,130.0,12,,
2024-11-30,PPL,Calf Raises,130.0,12,,
2024-11-30,PPL,Close Grip Pull-up,0,8,,
2024-11-30,PPL,Close Grip Pull-up,0,8,,
2024-11-30,PPL,Close Grip Pull-up,0,8,,
2024-11-30,PPL,DB Flat Bench,65.0,7,,
2024-11-30,PPL,DB Flat Bench,65.0,7,,
2024-11-30,PPL,DB Incline Bench,55.0,8,,
