Date,Workout Name,Exercise Name,Weight,Reps,RPE,Notes
2025-11-16,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-16,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-23,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-23,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-23,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-23,ULPPL - Legs,Leg Curl,240.0,8,,
2025-11-23,ULPPL - Legs,Leg Curl,240.0,8,,
2025-11-23,ULPPL - Legs,Leg Extension,240.0,8,,300 (office)
2025-11-23,ULPPL - Legs,Leg Extension,240.0,8,,
2025-11-23,ULPPL - Legs,Leg Press,185.0,10,,
2025-11-23,ULPPL - Legs,Leg Press,185.0,10,,
2025-11-23,ULPPL - Legs,SLDL,120.0,8,,
2025-11-23,ULPPL - Legs,SLDL,120.0,8,,
2025-11-23,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-11-23,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-11-23,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-11-23,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-11-23,ULPPL - Lower,Calf Raise,170.0,10,,140 Single Leg
2025-11-23,ULPPL - Lower,Calf Raise,170.0,10,,
2025-11-23,ULPPL - Lower,Calf Raise,170.0,10,,
2025-11-23,ULPPL - Lower,Leg Curl,240.0,8,,
2025-11-23,ULPPL - Lower,Leg Curl,240.0,8,,
2025-11-23,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-23,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-23,ULPPL - Lower,SLDL,160.0,8,,
2025-11-23,ULPPL - Lower,SLDL,160.0,8,,
2025-11-23,ULPPL - Lower,Smith Squat,170.0,6,,
2025-11-23,ULPPL - Lower,Smith Squat,170.0,6,,
2025-11-23,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-23,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-23,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-23,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-23,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-23,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-23,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-23,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-11-23,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-11-23,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-23,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-23,ULPPL - Pull,Row,90.0,8,,
2025-11-23,ULPPL - Pull,Row,90.0,8,,
2025-11-23,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-23,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-23,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-23,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-23,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-23,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-23,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-23,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-23,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-23,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-23,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-11-23,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-11-23,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-11-23,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-23,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-23,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-23,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-23,ULPPL - Upper,Row,205.0,6,,
2025-11-23,ULPPL - Upper,Row,205.0,6,,
2025-11-23,ULPPL - Upper,Shoulder Press,180.0,8,,
2025-11-23,ULPPL - Upper,Shoulder Press,180.0,8,,
2025-11-23,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-23,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-30,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-11-30,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-11-30,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-11-30,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-11-30,ULPPL - Lower,Calf Raise,170.0,8,,Single Leg
2025-11-30,ULPPL - Lower,Calf Raise,170.0,8,,
2025-11-30,ULPPL - Lower,Calf Raise,170.0,8,,
2025-11-30,ULPPL - Lower,Leg Curl,240.0,8,,
2025-11-30,ULPPL - Lower,Leg Curl,240.0,8,,
2025-11-30,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-30,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-30,ULPPL - Lower,SLDL,160.0,8,,
2025-11-30,ULPPL - Lower,SLDL,160.0,8,,
2025-11-30,ULPPL - Lower,Smith Squat,150.0,7,,
2025-11-30,ULPPL - Lower,Smith Squat,150.0,7,,
2025-11-30,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-30,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-30,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-30,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-30,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-30,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-30,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-30,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-11-30,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-11-30,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-30,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-30,ULPPL - Pull,Row,90.0,8,,
2025-11-30,ULPPL - Pull,Row,90.0,8,,
2025-11-30,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-30,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-30,ULPPL - Push,Incline Smith Bench Press,140.0,6,,65lb DBs
2025-11-30,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-30,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-30,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-30,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-30,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-30,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-30,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-30,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-11-30,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-11-30,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-11-30,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-30,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-30,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-30,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-30,ULPPL - Upper,Row,205.0,6,,
2025-11-30,ULPPL - Upper,Row,205.0,6,,
2025-11-30,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-30,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-07,ULPPL - Legs,Abductor (Outer),140.0,8,,
2025-12-07,ULPPL - Legs,Abductor (Outer),140.0,8,,
2025-12-07,ULPPL - Legs,Adductor (Inner),140.0,8,,
2025-12-07,ULPPL - Legs,Adductor (Inner),140.0,8,,
2025-12-07,ULPPL - Legs,Calf Raise,185.0,8,,
2025-12-07,ULPPL - Legs,Calf Raise,185.0,8,,
2025-12-07,ULPPL - Legs,Calf Raise,185.0,8,,
2025-12-07,ULPPL - Legs,Leg Curl,240.0,8,,
2025-12-07,ULPPL - Legs,Leg Curl,240.0,8,,
2025-12-07,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-07,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-07,ULPPL - Legs,Leg Press,185.0,10,,
2025-12-07,ULPPL - Legs,Leg Press,185.0,10,,
2025-12-07,ULPPL - Legs,SLDL,140.0,8,,
2025-12-07,ULPPL - Legs,SLDL,140.0,8,,
2025-12-07,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-12-07,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-12-07,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-12-07,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-12-07,ULPPL - Lower,Calf Raise,180.0,8,,Single Leg
2025-12-07,ULPPL - Lower,Calf Raise,180.0,8,,
2025-12-07,ULPPL - Lower,Calf Raise,180.0,8,,
2025-12-07,ULPPL - Lower,Leg Curl,240.0,8,,
2025-12-07,ULPPL - Lower,Leg Curl,240.0,8,,
2025-12-07,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-07,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-07,ULPPL - Lower,SLDL,160.0,8,,
2025-12-07,ULPPL - Lower,SLDL,160.0,8,,
2025-12-07,ULPPL - Lower,Smith Squat,150.0,6,,Still sore!!
2025-12-07,ULPPL - Lower,Smith Squat,150.0,6,,
2025-12-07,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-12-07,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-12-07,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-12-07,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-12-07,ULPPL - Pull,Lat Pulldown,190.0,5,,
2025-12-07,ULPPL - Pull,Lat Pulldown,190.0,5,,
2025-12-07,ULPPL - Pull,Lat Pulldown,190.0,5,,
2025-12-07,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-12-07,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-12-07,ULPPL - Pull,Rear Delt,115.0,8,,
2025-12-07,ULPPL - Pull,Rear Delt,115.0,8,,
2025-12-07,ULPPL - Pull,Row,90.0,8,,
2025-12-07,ULPPL - Pull,Row,90.0,8,,
2025-12-07,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-07,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-07,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-12-07,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-12-07,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-07,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-07,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-07,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-07,ULPPL - Push,Weighted Dip,45.0,8,,
2025-12-07,ULPPL - Push,Weighted Dip,45.0,8,,
2025-12-07,ULPPL - Upper,Flat Bench Press,150.0,7,,
2025-12-07,ULPPL - Upper,Flat Bench Press,150.0,7,,
2025-12-07,ULPPL - Upper,Flat Bench Press,150.0,7,,
2025-12-07,ULPPL - Upper,Lat Pulldown,185.0,7,,Weighted Pull-ups (35lb)
2025-12-07,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-12-07,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-07,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-07,ULPPL - Upper,Row,205.0,6,,
2025-12-07,ULPPL - Upper,Row,205.0,6,,
2025-12-07,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-12-07,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-12-07,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-07,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-14,ULPPL - Legs,Abductor (Outer),140.0,8,,
2025-12-14,ULPPL - Legs,Abductor (Outer),140.0,8,,
2025-12-14,ULPPL - Legs,Adductor (Inner),140.0,8,,
2025-12-14,ULPPL - Legs,Adductor (Inner),140.0,8,,
2025-12-14,ULPPL - Legs,Calf Raise,180.0,8,,Single leg
2025-12-14,ULPPL - Legs,Calf Raise,180.0,8,,
2025-12-14,ULPPL - Legs,Calf Raise,180.0,8,,
2025-12-14,ULPPL - Legs,Leg Curl,240.0,8,,
2025-12-14,ULPPL - Legs,Leg Curl,240.0,8,,
2025-12-14,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-14,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-14,ULPPL - Legs,Leg Press,185.0,8,,Smith Squat (160)
2025-12-14,ULPPL - Legs,Leg Press,185.0,8,,
2025-12-14,ULPPL - Legs,SLDL,140.0,10,,
2025-12-14,ULPPL - Legs,SLDL,140.0,10,,
2025-12-14,ULPPL - Lower,Abductor (Outer),140.0,8,,
2025-12-14,ULPPL - Lower,Abductor (Outer),140.0,8,,
2025-12-14,ULPPL - Lower,Adductor (Inner),140.0,8,,
2025-12-14,ULPPL - Lower,Adductor (Inner),140.0,8,,
2025-12-14,ULPPL - Lower,Calf Raise,180.0,10,,
2025-12-14,ULPPL - Lower,Calf Raise,180.0,10,,
2025-12-14,ULPPL - Lower,Calf Raise,180.0,10,,
2025-12-14,ULPPL - Lower,Leg Curl,240.0,8,,
2025-12-14,ULPPL - Lower,Leg Curl,240.0,8,,
2025-12-14,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-14,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-14,ULPPL - Lower,SLDL,140.0,10,,
2025-12-14,ULPPL - Lower,SLDL,140.0,10,,
2025-12-14,ULPPL - Lower,Smith Squat,150.0,9,,
2025-12-14,ULPPL - Lower,Smith Squat,150.0,9,,
2025-12-14,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-12-14,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-12-14,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-12-14,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-12-14,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-12-14,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-12-14,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-12-14,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-12-14,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-12-14,ULPPL - Pull,Row,90.0,8,,
2025-12-14,ULPPL - Pull,Row,90.0,8,,
2025-12-14,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-14,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-14,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2025-12-14,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2025-12-14,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-14,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-14,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-14,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-14,ULPPL - Push,Weighted Dip,45.0,8,,
2025-12-14,ULPPL - Push,Weighted Dip,45.0,8,,
2025-12-14,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-12-14,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-12-14,ULPPL - Upper,Flat Bench Press,160.0,7,,
2025-12-14,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-12-14,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-12-14,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-14,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-14,ULPPL - Upper,Row,205.0,6,,
2025-12-14,ULPPL - Upper,Row,205.0,6,,
2025-12-14,ULPPL - Upper,Shoulder Press,180.0,8,,
2025-12-14,ULPPL - Upper,Shoulder Press,180.0,8,,
2025-12-14,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-14,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-21,ULPPL - Legs,Abductor (Outer),140.0,8,,
2025-12-21,ULPPL - Legs,Abductor (Outer),140.0,8,,
2025-12-21,ULPPL - Legs,Adductor (Inner),140.0,8,,
2025-12-21,ULPPL - Legs,Adductor (Inner),140.0,8,,
2025-12-21,ULPPL - Legs,Calf Raise,180.0,9,,Single Leg
2025-12-21,ULPPL - Legs,Calf Raise,180.0,9,,
2025-12-21,ULPPL - Legs,Leg Curl,240.0,11,,
2025-12-21,ULPPL - Legs,Leg Curl,240.0,11,,
2025-12-21,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-21,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-21,ULPPL - Legs,Leg Press,175.0,9,,Smith Squat
2025-12-21,ULPPL - Legs,Leg Press,175.0,9,,
2025-12-21,ULPPL - Legs,SLDL,140.0,10,,
2025-12-21,ULPPL - Legs,SLDL,140.0,10,,
2025-12-21,ULPPL - Lower,Abductor (Outer),140.0,8,,
2025-12-21,ULPPL - Lower,Abductor (Outer),140.0,8,,
2025-12-21,ULPPL - Lower,Adductor (Inner),140.0,8,,
2025-12-21,ULPPL - Lower,Adductor (Inner),140.0,8,,
2025-12-21,ULPPL - Lower,Calf Raise,180.0,9,,Single Leg
2025-12-21,ULPPL - Lower,Calf Raise,180.0,9,,
2025-12-21,ULPPL - Lower,Leg Curl,240.0,9,,
2025-12-21,ULPPL - Lower,Leg Curl,240.0,9,,
2025-12-21,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-21,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-21,ULPPL - Lower,SLDL,140.0,10,,
2025-12-21,ULPPL - Lower,SLDL,140.0,10,,
2025-12-21,ULPPL - Lower,Smith Squat,165.0,9,,
2025-12-21,ULPPL - Lower,Smith Squat,165.0,9,,
2025-12-21,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-12-21,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-12-21,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-12-21,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-12-21,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-12-21,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-12-21,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-12-21,ULPPL - Pull,Preacher Curl,35.0,8,,
2025-12-21,ULPPL - Pull,Rear Delt,115.0,8,,
2025-12-21,ULPPL - Pull,Rear Delt,115.0,8,,
2025-12-21,ULPPL - Pull,Row,90.0,8,,
2025-12-21,ULPPL - Pull,Row,90.0,8,,
2025-12-21,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-21,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-21,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2025-12-21,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2025-12-21,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-21,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-21,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-21,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-21,ULPPL - Push,Weighted Dip,45.0,9,,
2025-12-21,ULPPL - Push,Weighted Dip,45.0,9,,
2025-12-21,ULPPL - Upper,Flat Bench Press,160.0,6,,
2025-12-21,ULPPL - Upper,Flat Bench Press,160.0,6,,
2025-12-21,ULPPL - Upper,Lat Pulldown,190.0,7,,Weighted Pullup (40)
2025-12-21,ULPPL - Upper,Lat Pulldown,190.0,7,,
2025-12-21,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-21,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-21,ULPPL - Upper,Row,205.0,6,,
2025-12-21,ULPPL - Upper,Row,205.0,6,,
2025-12-21,ULPPL - Upper,Shoulder Press,180.0,7,,
2025-12-21,ULPPL - Upper,Shoulder Press,180.0,7,,
2025-12-21,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-21,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-28,ULPPL - Legs,Abductor (Outer),150.0,7,,
2025-12-28,ULPPL - Legs,Abductor (Outer),150.0,7,,
2025-12-28,ULPPL - Legs,Adductor (Inner),150.0,8,,
2025-12-28,ULPPL - Legs,Adductor (Inner),150.0,8,,
2025-12-28,ULPPL - Legs,Calf Raise,190.0,8,,
2025-12-28,ULPPL - Legs,Calf Raise,190.0,8,,
2025-12-28,ULPPL - Legs,Leg Curl,250.0,8,,
2025-12-28,ULPPL - Legs,Leg Curl,250.0,8,,
2025-12-28,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-28,ULPPL - Legs,Leg Extension,240.0,8,,
2025-12-28,ULPPL - Legs,Leg Press,180.0,8,,
2025-12-28,ULPPL - Legs,Leg Press,180.0,8,,
2025-12-28,ULPPL - Legs,SLDL,140.0,10,,
2025-12-28,ULPPL - Legs,SLDL,140.0,10,,
2025-12-28,ULPPL - Lower,Abductor (Outer),150.0,7,,
2025-12-28,ULPPL - Lower,Abductor (Outer),150.0,7,,
2025-12-28,ULPPL - Lower,Adductor (Inner),150.0,7,,
2025-12-28,ULPPL - Lower,Adductor (Inner),150.0,7,,
2025-12-28,ULPPL - Lower,Calf Raise,180.0,10,,Single Leg
2025-12-28,ULPPL - Lower,Calf Raise,180.0,10,,
2025-12-28,ULPPL - Lower,Leg Curl,250.0,8,,
2025-12-28,ULPPL - Lower,Leg Curl,250.0,8,,
2025-12-28,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-28,ULPPL - Lower,Leg Extension,240.0,8,,
2025-12-28,ULPPL - Lower,SLDL,140.0,10,,
2025-12-28,ULPPL - Lower,SLDL,140.0,10,,
2025-12-28,ULPPL - Lower,Smith Squat,180.0,8,,
2025-12-28,ULPPL - Lower,Smith Squat,180.0,8,,
2025-12-28,ULPPL - Pull,Cable Pullover,120.0,7,,
2025-12-28,ULPPL - Pull,Cable Pullover,120.0,7,,
2025-12-28,ULPPL - Pull,Hammer Curl,40.0,8,,
2025-12-28,ULPPL - Pull,Hammer Curl,40.0,8,,
2025-12-28,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-12-28,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-12-28,ULPPL - Pull,Preacher Curl,40.0,5,,
2025-12-28,ULPPL - Pull,Preacher Curl,40.0,5,,
2025-12-28,ULPPL - Pull,Rear Delt,115.0,8,,
2025-12-28,ULPPL - Pull,Rear Delt,115.0,8,,
2025-12-28,ULPPL - Pull,Row,90.0,8,,
2025-12-28,ULPPL - Pull,Row,90.0,8,,
2025-12-28,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-28,ULPPL - Push,Chest Fly,110.0,6,,
2025-12-28,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2025-12-28,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2025-12-28,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-28,ULPPL - Push,Lateral Raise,35.0,9,,
2025-12-28,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-28,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-12-28,ULPPL - Push,Weighted Dip,45.0,9,,
2025-12-28,ULPPL - Push,Weighted Dip,45.0,9,,
2025-12-28,ULPPL - Upper,Flat Bench Press,160.0,6,,
2025-12-28,ULPPL - Upper,Flat Bench Press,160.0,6,,
2025-12-28,ULPPL - Upper,Lat Pulldown,190.0,7,,Weighted Pullup (40)
2025-12-28,ULPPL - Upper,Lat Pulldown,190.0,7,,
2025-12-28,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-28,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-12-28,ULPPL - Upper,Row,205.0,8,,
2025-12-28,ULPPL - Upper,Row,205.0,8,,
2025-12-28,ULPPL - Upper,Shoulder Press,180.0,8,,
2025-12-28,ULPPL - Upper,Shoulder Press,180.0,8,,
2025-12-28,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-12-28,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-01-11,ULPPL - Legs,Abductor (Outer),150.0,8,,
2026-01-11,ULPPL - Legs,Abductor (Outer),150.0,8,,
2026-01-11,ULPPL - Legs,Adductor (Inner),150.0,8,,
2026-01-11,ULPPL - Legs,Adductor (Inner),150.0,8,,
2026-01-11,ULPPL - Legs,Calf Raise,190.0,8,,
2026-01-11,ULPPL - Legs,Calf Raise,190.0,8,,
2026-01-11,ULPPL - Legs,Leg Curl,250.0,9,,
2026-01-11,ULPPL - Legs,Leg Curl,250.0,9,,
2026-01-11,ULPPL - Legs,Leg Extension,240.0,8,,
2026-01-11,ULPPL - Legs,Leg Extension,240.0,8,,
2026-01-11,ULPPL - Legs,Leg Press,180.0,8,,
2026-01-11,ULPPL - Legs,Leg Press,180.0,8,,
2026-01-11,ULPPL - Legs,SLDL,185.0,10,,
2026-01-11,ULPPL - Legs,SLDL,185.0,10,,
2026-01-11,ULPPL - Lower,Calf Raise,180.0,10,,
2026-01-11,ULPPL - Lower,Calf Raise,180.0,10,,
2026-01-11,ULPPL - Lower,Leg Curl,250.0,8,,
2026-01-11,ULPPL - Lower,Leg Curl,250.0,8,,
2026-01-11,ULPPL - Lower,Leg Extension,240.0,8,,
2026-01-11,ULPPL - Lower,Leg Extension,240.0,8,,
2026-01-11,ULPPL - Lower,SLDL,140.0,10,,
2026-01-11,ULPPL - Lower,SLDL,140.0,10,,
2026-01-11,ULPPL - Lower,Smith Squat,180.0,8,,
2026-01-11,ULPPL - Lower,Smith Squat,180.0,8,,
2026-01-11,ULPPL - Pull,Cable Pullover,120.0,7,,
2026-01-11,ULPPL - Pull,Cable Pullover,120.0,7,,
2026-01-11,ULPPL - Pull,Hammer Curl,40.0,8,,
2026-01-11,ULPPL - Pull,Hammer Curl,40.0,8,,
2026-01-11,ULPPL - Pull,Lat Pulldown,190.0,6,,
2026-01-11,ULPPL - Pull,Lat Pulldown,190.0,6,,
2026-01-11,ULPPL - Pull,Preacher Curl,40.0,5,,
2026-01-11,ULPPL - Pull,Preacher Curl,40.0,5,,
2026-01-11,ULPPL - Pull,Rear Delt,115.0,8,,
2026-01-11,ULPPL - Pull,Rear Delt,115.0,8,,
2026-01-11,ULPPL - Pull,Row,90.0,8,,
2026-01-11,ULPPL - Pull,Row,90.0,8,,
2026-01-11,ULPPL - Push,Chest Fly,110.0,6,,
2026-01-11,ULPPL - Push,Chest Fly,110.0,6,,
2026-01-11,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2026-01-11,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2026-01-11,ULPPL - Push,Lateral Raise,35.0,9,,
2026-01-11,ULPPL - Push,Lateral Raise,35.0,9,,
2026-01-11,ULPPL - Push,Tricep Pushdown,55.0,8,,
2026-01-11,ULPPL - Push,Tricep Pushdown,55.0,8,,
2026-01-11,ULPPL - Push,Weighted Dip,45.0,9,,
2026-01-11,ULPPL - Push,Weighted Dip,45.0,9,,
2026-01-11,ULPPL - Upper,Flat Bench Press,160.0,6,,
2026-01-11,ULPPL - Upper,Flat Bench Press,160.0,6,,
2026-01-11,ULPPL - Upper,Lat Pulldown,190.0,7,,
2026-01-11,ULPPL - Upper,Lat Pulldown,190.0,7,,
2026-01-11,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-01-11,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-01-11,ULPPL - Upper,Row,205.0,8,,
2026-01-11,ULPPL - Upper,Row,205.0,8,,
2026-01-11,ULPPL - Upper,Shoulder Press,185.0,7,,
2026-01-11,ULPPL - Upper,Shoulder Press,185.0,7,,
2026-01-11,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-01-11,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-01-18,ULPPL - Legs,Abductor (Outer),150.0,8,,
